# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 153, mean track length: 2.0392156862745097
130 5.6527318359021868 6.3558469547554539 20.952997892740441 199 101 82 0.14586103436796283 3 2163 2 3370
131 1.9480316573983834 6.3451238108970367 20.157028572167984 221 121 98 0.20521479402392012 3 2183 2 3667
132 0.082350543171706564 6.3460258546281967 19.135683993410229 247 153 116 0.52139158025844368 3 2200 2 3916
133 4.6078338963831884 6.5276965722351363 20.747665304463439 213 123 105 0.41065870464211041 3 2212 2 3514
134 3.0267634842976361 6.7477568965443364 20.426248004890429 236 133 104 0.17332590881903828 3 2292 2 3691
135 6.267434268924073 6.8639921550405125 21.341865981185631 222 121 94 0.54237484158438287 3 2300 2 3454
136 4.6677788584283881 6.9094355483155159 21.394329216946062 214 124 100 0.70566373462300191 3 2309 2 3563 1 4115
137 3.319474013380292 6.8905434379243964 20.423215907603677 229 127 99 0.34006757601495846 3 2334 2 3713
138 3.483241440957872 6.9771100887544009 20.661233040813059 236 136 106 0.22039172137518456 3 2351 2 3710
139 -4.92238672786437 7.2953606936027215 22.522403451377144 241 146 115 0.26163760283353898 3 2379 2 4106
140 3.2795075974251051 7.1329461913391929 20.581660331991127 235 140 104 0.20488111135023079 3 2400 2 3781
141 2.3310029498292728 7.1727021882070421 20.450411837515816 237 133 100 0.20474416327158035 3 2408 2 3867
142 2.5931894103735997 7.193262401980502 20.69136721337966 244 152 117 0.45938483543645525 3 2409 2 3824
143 3.7619959099212323 7.2165961311860825 20.802522311718949 236 124 96 0.45138496528370431 3 2410 2 3752
144 3.7465604623040112 7.2984027699662963 20.753113903350805 237 137 104 0.073594396540289098 3 2442 2 3782
145 -2.5736017956723254 7.4664097004343351 21.834771238662778 248 151 115 0.45167804069302853 3 2448 2 4083
146 -3.3395969354587915 7.5352070736380696 22.107296164666543 247 155 118 0.83352067761970527 3 2452 2 4111
147 3.7431774130369755 7.3977271725672242 20.779640938984084 235 132 100 0.39749665244954202 3 2464 2 3803
148 2.6628669057407288 7.711784500465189 20.566522122787688 247 154 110 0.15355550681509406 3 2572 2 3998
149 1.108594793970721 7.901173336106547 20.383966843571312 233 128 102 0.3884595222953024 3 2623 2 4113
150 3.8150176125814594 8.4888809408179942 21.113433361165196 245 138 106 0.38493978765928505 3 2752 2 4048
151 3.8808853965220287 9.0940816079933153 21.704024239508303 242 133 99 0.50214145846123315 3 2888 2 4131
152 4.0480224926204231 9.0926716307670947 21.600782391896477 242 133 101 0.50401031449928557 3 2895 2 4132
153 4.5725548097223534 9.4082944685373047 22.121099196665266 233 124 94 0.25889970564952797 3 2935 2 4116
